employer_name;reviews_count;culture_count;salaries_count;benefits_count;employer_website;employer_headquarters;employer_founded;employer_industry;employer_revenue;url;geral;cultura_e_valores;diversidade_e_inclusão;qualidade_de_vida;alta_liderança;remuneração_e_benefícios;oportunidades_de_carreira;recomendam_para_outras_pessoas;perspectiva_positiva_da_empresa;segmento;nome;match_percent;nome_normalizado;cnpj;Nome_Bancos;ano;trimestre;categoria;tipo;instituição_financeira;índice;quantidade_de_reclamações_reguladas_procedentes;quantidade_de_reclamações_reguladas___outras;quantidade_de_reclamações_não_reguladas;quantidade_total_de_reclamações;quantidade_total_de_clientes__ccs_e_scr;quantidade_de_clientes__ccs;quantidade_de_clientes__scr
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;2;0;2;30878;1282;29599
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;1;2;1;4;31739;1296;30445
;;;;;;;;;;;;;;;;;;;;;;;;05503849;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;19076;1299;17780
;;;;;;;;;;;;;;;;;;;;;;;;00122327;;2021;1º;Grupo Secundário;Banco/financeira;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;2;0;3;14370;634;13736
;;;;;;;;;;;;;;;;;;;;;;;;00122327;;2021;3º;Demais bancos e financeiras;Banco/financeira;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;4;0;5;14007;592;13415
;;;;;;;;;;;;;;;;;;;;;;;;00122327;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;4;0;4;10969;564;10405
;;;;;;;;;;;;;;;;;;;;;;;;00122327;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;4;0;5;11605;465;11140
;;;;;;;;;;;;;;;;;;;;;;;;00122327;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;5;1;6;11724;439;11285
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2021;1º;Grupo Secundário;Banco/financeira;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;4;2;8;853173; ;853173
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2021;2º;Demais bancos e financeiras;Banco/financeira;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;0;4;7;565126; ;565126
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2021;3º;Demais bancos e financeiras;Banco/financeira;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;6;5;14;626141; ;626141
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;8;1;12;552627; ;552627
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;6;4;2;12;667419; ;667419
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;4;9;1;14;711941; ;711941
;;;;;;;;;;;;;;;;;;;;;;;;07747410;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;1;9;3;13;519067; ;519067
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2021;1º;Grupo Secundário;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;5;6;3398;1813;1585
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2021;2º;Demais bancos e financeiras;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;5;9;15;1992;467;1525
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2021;3º;Demais bancos e financeiras;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;3;7;11;2088;460;1628
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;3;9;16;2151;458;1693
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;3;8;16;2230;452;1778
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;4;16;23;2234;448;1786
;;;;;;;;;;;;;;;;;;;;;;;;03881423;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;27;14;15;56;2471;443;2028
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2021;1º;Grupo Secundário;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;2;2;4;412934;1008;411929
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2021;2º;Demais bancos e financeiras;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;3;2;6;407511;1010;406505
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2021;3º;Demais bancos e financeiras;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;3;1;6;405846;1385;404867
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;4;4;1;9;416742;2167;415345
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;4;0;6;426258;2456;424797
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;5;2;9;459801;13555;450697
;;;;;;;;;;;;;;;;;;;;;;;;05192316;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;3;3;8;467431;17124;455695
;;;;;;;;;;;;;;;;;;;;;;;;23862762;;2021;1º;Grupo Secundário;Banco/financeira;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;16;15;17;48;1548186;1546806;314656
;;;;;;;;;;;;;;;;;;;;;;;;23862762;;2021;2º;Demais bancos e financeiras;Banco/financeira;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;26,70;46;9;16;71;1722341;1721730;406890
;;;;;;;;;;;;;;;;;;;;;;;;23862762;;2021;3º;Demais bancos e financeiras;Banco/financeira;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;18,99;35;43;33;111;1842985;1842425;391779
;;;;;;;;;;;;;;;;;;;;;;;;23862762;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;19,87;41;31;22;94;2062720;2062055;440454
;;;;;;;;;;;;;;;;;;;;;;;;23862762;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;23;33;24;80;2452408;2451566;562744
;;;;;;;;;;;;;;;;;;;;;;;;15173776;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO CAPITAL S.A.; ;0;1;0;1;1354;1312;124
;;;;;;;;;;;;;;;;;;;;;;;;15173776;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCIAL BANK BANCO MÚLTIPLO S/A; ;7;3;5;15;1346;1311;46
;;;;;;;;;;;;;;;;;;;;;;;;15173776;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCIAL BANK BANCO MÚLTIPLO S/A; ;17;1;1;19;1321;1311;17
;;;;;;;;;;;;;;;;;;;;;;;;15173776;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;SOCIAL BANK BANCO MÚLTIPLO S/A; ;7;0;2;9;1258;1250;11
;;;;;;;;;;;;;;;;;;;;;;;;90731688;;2021;2º;Demais bancos e financeiras;Banco/financeira;BANCO FORD S.A.; ;0;1;1;2;341;147;205
;;;;;;;;;;;;;;;;;;;;;;;;20443996;;2021;2º;Demais bancos e financeiras;Banco/financeira;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;119246;8;119241
;;;;;;;;;;;;;;;;;;;;;;;;20443996;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;146480;7;146476
;;;;;;;;;;;;;;;;;;;;;;;;20443996;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;198148;8;198143
;;;;;;;;;;;;;;;;;;;;;;;;36583700;;2021;2º;Demais bancos e financeiras;Banco/financeira;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;2;3;5554; ;5554
;;;;;;;;;;;;;;;;;;;;;;;;36583700;;2021;3º;Demais bancos e financeiras;Banco/financeira;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;0;2;11153; ;11153
;;;;;;;;;;;;;;;;;;;;;;;;36583700;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;0;3;15595; ;15595
;;;;;;;;;;;;;;;;;;;;;;;;36583700;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;17470; ;17470
;;;;;;;;;;;;;;;;;;;;;;;;36583700;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;6;7;14;25394; ;25394
;;;;;;;;;;;;;;;;;;;;;;;;36583700;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;15;4;3;22;21602; ;21602
;;;;;;;;;;;;;;;;;;;;;;;;04379829;;2021;2º;Demais bancos e financeiras;Banco/financeira;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;2;1;3;427479;675;426804
;;;;;;;;;;;;;;;;;;;;;;;;04379829;;2021;3º;Demais bancos e financeiras;Banco/financeira;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;434448;677;433771
;;;;;;;;;;;;;;;;;;;;;;;;04379829;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;5;0;5;441953;686;441268
;;;;;;;;;;;;;;;;;;;;;;;;04379829;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;7;1;9;448030;607;447424
;;;;;;;;;;;;;;;;;;;;;;;;04379829;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;3;2;6;466545;625;465922
;;;;;;;;;;;;;;;;;;;;;;;;04379829;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;478360;632;477731
;;;;;;;;;;;;;;;;;;;;;;;;33132044;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO CEDULA S.A.; ;0;1;0;1;18022;2815;15434
;;;;;;;;;;;;;;;;;;;;;;;;33132044;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO CEDULA S.A.; ;2;0;0;2;18016;2809;15432
;;;;;;;;;;;;;;;;;;;;;;;;33132044;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO CEDULA S.A.; ;0;2;0;2;18016;2809;15430
;;;;;;;;;;;;;;;;;;;;;;;;33132044;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO CEDULA S.A.; ;0;1;1;2;18010;2805;15425
;;;;;;;;;;;;;;;;;;;;;;;;33042151;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO DE LA NACION ARGENTINA; ;0;1;0;1;256;244;21
;;;;;;;;;;;;;;;;;;;;;;;;33042151;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO DE LA NACION ARGENTINA; ;0;2;0;2;267;255;22
;;;;;;;;;;;;;;;;;;;;;;;;53518684;;2021;3º;Demais bancos e financeiras;Banco/financeira;BANCO HSBC S.A.; ;0;0;2;2;3087;3074;58
;;;;;;;;;;;;;;;;;;;;;;;;53518684;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO HSBC S.A.; ;0;3;3;6;3331;3318;71
;;;;;;;;;;;;;;;;;;;;;;;;53518684;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO HSBC S.A.; ;0;0;5;5;3528;3515;76
;;;;;;;;;;;;;;;;;;;;;;;;53518684;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO HSBC S.A.; ;0;4;8;12;3858;3843;82
;;;;;;;;;;;;;;;;;;;;;;;;53518684;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO HSBC S.A.; ;0;4;3;7;4057;4039;89
;;;;;;;;;;;;;;;;;;;;;;;;45283173;;2021;3º;Demais bancos e financeiras;Banco/financeira;BBVA BRASIL BANCO DE INVESTIMENTO S.A.; ;0;0;1;1;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;11285104;;2021;3º;Demais bancos e financeiras;Banco/financeira;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;18321;251;18070
;;;;;;;;;;;;;;;;;;;;;;;;11285104;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;0;1;18268;254;18014
;;;;;;;;;;;;;;;;;;;;;;;;11285104;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;0;1;17785;254;17531
;;;;;;;;;;;;;;;;;;;;;;;;11285104;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;1;1;0;2;254;254; 
;;;;;;;;;;;;;;;;;;;;;;;;12865507;;2021;3º;Demais bancos e financeiras;Banco/financeira;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;6482;715;5970
;;;;;;;;;;;;;;;;;;;;;;;;12865507;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;23238;18388;20990
;;;;;;;;;;;;;;;;;;;;;;;;12865507;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;1;2;25477;21498;18676
;;;;;;;;;;;;;;;;;;;;;;;;17453575;;2021;3º;Demais bancos e financeiras;Banco/financeira;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; ;0;1;0;1;187;175;24
;;;;;;;;;;;;;;;;;;;;;;;;17453575;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; ;0;2;0;2;208;194;23
;;;;;;;;;;;;;;;;;;;;;;;;41498340;;2021;3º;Demais bancos e financeiras;Banco/financeira;TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;0;1;129; ;129
;;;;;;;;;;;;;;;;;;;;;;;;41498340;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;282; ;282
;;;;;;;;;;;;;;;;;;;;;;;;09473806;;2021;3º;Demais bancos e financeiras;Banco/financeira;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;37627;11;37616
;;;;;;;;;;;;;;;;;;;;;;;;09473806;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;37822;12;37810
;;;;;;;;;;;;;;;;;;;;;;;;09473806;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;36500;12;36488
;;;;;;;;;;;;;;;;;;;;;;;;13140088;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ACESSO SOLUÇÕES DE PAGAMENTO S.A.;20,87;42;28;5;75;2011869;2011869; 
;;;;;;;;;;;;;;;;;;;;;;;;13140088;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ACESSO SOLUÇÕES DE PAGAMENTO S.A.;13,24;30;38;3;71;2265540;2265540; 
;;;;;;;;;;;;;;;;;;;;;;;;13140088;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ACESSO SOLUÇÕES DE PAGAMENTO S.A.;14,70;75;128;9;212;5098671;5098661;19396
;;;;;;;;;;;;;;;;;;;;;;;;13140088;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;15,52;86;81;12;179;5538591;5538546;41852
;;;;;;;;;;;;;;;;;;;;;;;;19540550;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.; ;0;3;1;4;249654;249654; 
;;;;;;;;;;;;;;;;;;;;;;;;19540550;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.; ;3;11;2;16;296526;296526; 
;;;;;;;;;;;;;;;;;;;;;;;;19540550;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.; ;8;42;5;55;404447;404447; 
;;;;;;;;;;;;;;;;;;;;;;;;31880826;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO GUANABARA S.A.; ;1;0;0;1;2296;2240;378
;;;;;;;;;;;;;;;;;;;;;;;;23903068;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO KOMATSU DO BRASIL S.A.; ;0;1;0;1;726;716;700
;;;;;;;;;;;;;;;;;;;;;;;;01023570;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;1;0;1;3933;3748;1744
;;;;;;;;;;;;;;;;;;;;;;;;01023570;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;1;0;1;3831;3643;1751
;;;;;;;;;;;;;;;;;;;;;;;;01023570;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;1;0;1;3872;3691;1699
;;;;;;;;;;;;;;;;;;;;;;;;01023570;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;0;1;1;3898;3708;1692
;;;;;;;;;;;;;;;;;;;;;;;;00517645;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RIBEIRAO PRETO S.A.; ;0;0;1;1;3988;3815;1881
;;;;;;;;;;;;;;;;;;;;;;;;00517645;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RIBEIRAO PRETO S.A.; ;2;0;0;2;4456;4290;1784
;;;;;;;;;;;;;;;;;;;;;;;;00517645;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BANCO RIBEIRAO PRETO S.A.; ;0;1;0;1;4759;4600;1853
;;;;;;;;;;;;;;;;;;;;;;;;13370835;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BPP INSTITUIÇÃO DE PAGAMENTO S.A.;16,85;32;25;4;61;1898746;1898746; 
;;;;;;;;;;;;;;;;;;;;;;;;13370835;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;BPP INSTITUIÇÃO DE PAGAMENTO S.A.;18,40;36;18;3;57;1955803;1955803; 
;;;;;;;;;;;;;;;;;;;;;;;;13370835;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.; ;23;26;8;57;1997904;1997904; 
;;;;;;;;;;;;;;;;;;;;;;;;13370835;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.; ;20;11;3;34;2013085;2013085; 
;;;;;;;;;;;;;;;;;;;;;;;;37122487;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;2813; ;2813
;;;;;;;;;;;;;;;;;;;;;;;;37122487;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;4;1;8;163794; ;163794
;;;;;;;;;;;;;;;;;;;;;;;;37122487;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;0;0;2;181452; ;181452
;;;;;;;;;;;;;;;;;;;;;;;;13935893;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;4;4;6;14;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;13935893;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;5;5;2;12;0; ; 
;;;;;;;;;;;;;;;;;;;;;;;;13935893;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;5;16;2;23;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;13935893;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;18;4;3;25;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;01027058;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CIELO S.A.; ;28;23;47;98;122732;122628;104
;;;;;;;;;;;;;;;;;;;;;;;;01027058;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CIELO S.A.; ;21;27;25;73;146900;146794;106
;;;;;;;;;;;;;;;;;;;;;;;;01027058;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;21;34;32;87;194142;194030;112
;;;;;;;;;;;;;;;;;;;;;;;;01027058;;2022;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;14;16;38;68;213990;213874;116
;;;;;;;;;;;;;;;;;;;;;;;;62895230;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;1;0;1;724468; ;724468
;;;;;;;;;;;;;;;;;;;;;;;;62895230;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;3;0;3;718253; ;718253
;;;;;;;;;;;;;;;;;;;;;;;;62895230;;2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;2;0;2;701423; ;701423
;;;;;;;;;;;;;;;;;;;;;;;;21018182;;2021;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;102,12;48;26;4;78;470025;470023;2
;;;;;;;;;;;;;;;;;;;;;;;;21018182;;2022;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;173,53;93;98;16;207;535917;535915;2
